
Section	Id	Action
Main	39129	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point" (factory default)
Main	39130	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point ignoring snap"
Main	39131	Set default mouse modifier action for "Envelope point left drag" to "Freehand draw envelope ignoring snap"
Main	39132	Set default mouse modifier action for "Envelope point left drag" to "Delete envelope point"
Main	39133	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point vertically (fine)"
Main	39134	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point on one axis only"
Main	39135	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point on one axis only ignoring snap"
Main	39136	Set default mouse modifier action for "Envelope point left drag" to "Copy envelope point"
Main	39137	Set default mouse modifier action for "Envelope point left drag" to "Copy envelope point ignoring snap"
Main	39138	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point horizontally"
Main	39139	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point horizontally ignoring snap"
Main	39140	Set default mouse modifier action for "Envelope point left drag" to "Move envelope point vertically"
Main	39141	Set default mouse modifier action for "Envelope point left drag" to "Freehand draw envelope"
Main	39160	Set default mouse modifier action for "Envelope segment left drag" to "No action"
Main	39161	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment ignoring time selection" (factory default)
Main	39162	Set default mouse modifier action for "Envelope segment left drag" to "Insert envelope point"
Main	39163	Set default mouse modifier action for "Envelope segment left drag" to "Insert envelope point ignoring snap"
Main	39164	Set default mouse modifier action for "Envelope segment left drag" to "Freehand draw envelope ignoring snap"
Main	39165	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment (fine)"
Main	39166	Set default mouse modifier action for "Envelope segment left drag" to "Edit envelope segment curvature"
Main	39167	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment"
Main	39168	Set default mouse modifier action for "Envelope segment left drag" to "Move envelope segment preserving edge points"
Main	39169	Set default mouse modifier action for "Envelope segment left drag" to "Edit envelope segment curvature (gang selected points)"
Main	39170	Set default mouse modifier action for "Envelope segment left drag" to "Freehand draw envelope"
Main	39192	Set default mouse modifier action for "Track left drag" to "No action"
Main	39193	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item"
Main	39194	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap"
Main	39195	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track"
Main	39196	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track ignoring snap"
Main	39197	Set default mouse modifier action for "Track left drag" to "Draw an empty MIDI item"
Main	39198	Set default mouse modifier action for "Track left drag" to "Draw an empty MIDI item ignoring snap"
Main	39199	Set default mouse modifier action for "Track left drag" to "Select time" (factory default)
Main	39200	Set default mouse modifier action for "Track left drag" to "Select time ignoring snap"
Main	39201	Set default mouse modifier action for "Track left drag" to "Marquee select items"
Main	39202	Set default mouse modifier action for "Track left drag" to "Marquee select items and time"
Main	39203	Set default mouse modifier action for "Track left drag" to "Marquee select items and time ignoring snap"
Main	39204	Set default mouse modifier action for "Track left drag" to "Marquee toggle item selection"
Main	39205	Set default mouse modifier action for "Track left drag" to "Marquee add to item selection"
Main	39206	Set default mouse modifier action for "Track left drag" to "Move time selection"
Main	39207	Set default mouse modifier action for "Track left drag" to "Move time selection ignoring snap"
Main	39208	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item, pooling MIDI source data"
Main	39209	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap, pooling MIDI source data"
Main	39210	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track, pooling MIDI source data"
Main	39211	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item on the same track ignoring snap, pooling MIDI source data"
Main	39212	Set default mouse modifier action for "Track left drag" to "Edit loop points"
Main	39213	Set default mouse modifier action for "Track left drag" to "Edit loop points ignoring snap"
Main	39214	Set default mouse modifier action for "Track left drag" to "Marquee zoom"
Main	39215	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item, looping the visible or time-selected section"
Main	39216	Set default mouse modifier action for "Track left drag" to "Draw a copy of the selected media item ignoring snap, looping the visible or time-selected section"
Main	39224	Set default mouse modifier action for "Ruler left drag" to "No action"
Main	39225	Set default mouse modifier action for "Ruler left drag" to "Edit loop point" (factory default)
Main	39226	Set default mouse modifier action for "Ruler left drag" to "Edit loop point ignoring snap"
Main	39227	Set default mouse modifier action for "Ruler left drag" to "Move loop points"
Main	39228	Set default mouse modifier action for "Ruler left drag" to "Move loop points ignoring snap"
Main	39229	Set default mouse modifier action for "Ruler left drag" to "Edit loop point and time selection together"
Main	39230	Set default mouse modifier action for "Ruler left drag" to "Edit loop point and time selection together ignoring snap"
Main	39231	Set default mouse modifier action for "Ruler left drag" to "Move loop points and time selection together"
Main	39232	Set default mouse modifier action for "Ruler left drag" to "Move loop points and time selection together ignoring snap"
Main	39233	Set default mouse modifier action for "Ruler left drag" to "Hand scroll"
Main	39234	Set default mouse modifier action for "Ruler left drag" to "Hand scroll and horizontal zoom"
Main	39235	Set default mouse modifier action for "Ruler left drag" to "Hand scroll and reverse horizontal zoom (deprecated)"
Main	39236	Set default mouse modifier action for "Ruler left drag" to "Horizontal zoom"
Main	39237	Set default mouse modifier action for "Ruler left drag" to "Reverse horizontal zoom (deprecated)"
Main	39238	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and horizontal zoom"
Main	39239	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and reverse horizontal zoom (deprecated)"
Main	39240	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor and hand scroll"
Main	39241	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor, hand scroll and horizontal zoom"
Main	39242	Set default mouse modifier action for "Ruler left drag" to "Set edit cursor, hand scroll and reverse horizontal zoom (deprecated)"
Main	39256	Set default mouse modifier action for "Arrange view right drag" to "No action"
Main	39257	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items" (factory default)
Main	39258	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items and time"
Main	39259	Set default mouse modifier action for "Arrange view right drag" to "Marquee select items and time ignoring snap"
Main	39260	Set default mouse modifier action for "Arrange view right drag" to "Select time"
Main	39261	Set default mouse modifier action for "Arrange view right drag" to "Select time ignoring snap"
Main	39262	Set default mouse modifier action for "Arrange view right drag" to "Marquee toggle item selection"
Main	39263	Set default mouse modifier action for "Arrange view right drag" to "Marquee add to item selection"
Main	39264	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll"
Main	39265	Set default mouse modifier action for "Arrange view right drag" to "Scroll browser-style"
Main	39266	Set default mouse modifier action for "Arrange view right drag" to "Scrub audio"
Main	39267	Set default mouse modifier action for "Arrange view right drag" to "Jog audio"
Main	39268	Set default mouse modifier action for "Arrange view right drag" to "Scrub audio (looped-segment mode)"
Main	39269	Set default mouse modifier action for "Arrange view right drag" to "Jog audio (looped-segment mode)"
Main	39270	Set default mouse modifier action for "Arrange view right drag" to "Marquee zoom"
Main	39271	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll and horizontal zoom"
Main	39272	Set default mouse modifier action for "Arrange view right drag" to "Hand scroll and reverse horizontal zoom (deprecated)"
Main	39273	Set default mouse modifier action for "Arrange view right drag" to "Horizontal zoom"
Main	39274	Set default mouse modifier action for "Arrange view right drag" to "Reverse horizontal zoom (deprecated)"
Main	39275	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and horizontal zoom"
Main	39276	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and reverse horizontal zoom (deprecated)"
Main	39277	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor and hand scroll"
Main	39278	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor, hand scroll and horizontal zoom"
Main	39279	Set default mouse modifier action for "Arrange view right drag" to "Set edit cursor, hand scroll and reverse horizontal zoom (deprecated)"
Main	39288	Set default mouse modifier action for "MIDI note left drag" to "No action"
Main	39289	Set default mouse modifier action for "MIDI note left drag" to "Move note" (factory default)
Main	39290	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring snap"
Main	39291	Set default mouse modifier action for "MIDI note left drag" to "Erase notes"
Main	39292	Set default mouse modifier action for "MIDI note left drag" to "Select time"
Main	39293	Set default mouse modifier action for "MIDI note left drag" to "Move note on one axis only"
Main	39294	Set default mouse modifier action for "MIDI note left drag" to "Move note on one axis only ignoring snap"
Main	39295	Set default mouse modifier action for "MIDI note left drag" to "Copy note"
Main	39296	Set default mouse modifier action for "MIDI note left drag" to "Copy note ignoring snap"
Main	39297	Set default mouse modifier action for "MIDI note left drag" to "Edit note velocity"
Main	39298	Set default mouse modifier action for "MIDI note left drag" to "Edit note velocity (fine)"
Main	39299	Set default mouse modifier action for "MIDI note left drag" to "Move note horizontally"
Main	39300	Set default mouse modifier action for "MIDI note left drag" to "Move note horizontally ignoring snap"
Main	39301	Set default mouse modifier action for "MIDI note left drag" to "Move note vertically"
Main	39302	Set default mouse modifier action for "MIDI note left drag" to "Select time ignoring snap"
Main	39303	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes"
Main	39304	Set default mouse modifier action for "MIDI note left drag" to "Marquee toggle note selection"
Main	39305	Set default mouse modifier action for "MIDI note left drag" to "Marquee add to note selection"
Main	39306	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes and time"
Main	39307	Set default mouse modifier action for "MIDI note left drag" to "Marquee select notes and time ignoring snap"
Main	39308	Set default mouse modifier action for "MIDI note left drag" to "Stretch note positions ignoring snap (arpeggiate)"
Main	39309	Set default mouse modifier action for "MIDI note left drag" to "Stretch note positions (arpeggiate)"
Main	39310	Set default mouse modifier action for "MIDI note left drag" to "Stretch note selection vertically (arpeggiate)"
Main	39311	Set default mouse modifier action for "MIDI note left drag" to "Stretch note lengths ignoring snap (arpeggiate legato)"
Main	39312	Set default mouse modifier action for "MIDI note left drag" to "Stretch note lengths (arpeggiate legato)"
Main	39313	Set default mouse modifier action for "MIDI note left drag" to "Copy note horizontally"
Main	39314	Set default mouse modifier action for "MIDI note left drag" to "Copy note horizontally ignoring snap"
Main	39315	Set default mouse modifier action for "MIDI note left drag" to "Copy note vertically"
Main	39316	Set default mouse modifier action for "MIDI note left drag" to "Select notes touched while dragging"
Main	39317	Set default mouse modifier action for "MIDI note left drag" to "Toggle selection for notes touched while dragging"
Main	39318	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring selection"
Main	39319	Set default mouse modifier action for "MIDI note left drag" to "Move note ignoring snap and selection"
Main	39320	Set default mouse modifier action for "MIDI note edge left drag" to "No action"
Main	39321	Set default mouse modifier action for "MIDI note edge left drag" to "Move note edge" (factory default)
Main	39322	Set default mouse modifier action for "MIDI note edge left drag" to "Move note edge ignoring snap"
Main	39323	Set default mouse modifier action for "MIDI note edge left drag" to "Stretch notes"
Main	39324	Set default mouse modifier action for "MIDI note edge left drag" to "Stretch notes ignoring snap"
Main	39325	Set default mouse modifier action for "MIDI note edge left drag" to "Move note edge ignoring selection"
Main	39326	Set default mouse modifier action for "MIDI note edge left drag" to "Move note edge ignoring snap and selection"
Main	39352	Set default mouse modifier action for "MIDI CC lane left click/drag" to "No action"
Main	39353	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Draw/edit CC events ignoring selection"
Main	39354	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Edit selected CC events if any, otherwise draw/edit" (factory default)
Main	39355	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Delete CC events"
Main	39356	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Linear ramp CC events ignoring selection"
Main	39357	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Linear ramp CC events"
Main	39358	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Draw/edit CC events ignoring snap and selection"
Main	39359	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Edit CC events ignoring selection"
Main	39360	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Edit selected CC events if any, otherwise draw/edit ignoring snap"
Main	39361	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Marquee select CC"
Main	39362	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Marquee toggle CC selection"
Main	39363	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Marquee add to CC selection"
Main	39364	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Marquee select CC and time"
Main	39365	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Marquee select CC and time ignoring snap"
Main	39366	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Select time"
Main	39367	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Select time ignoring snap"
Main	39368	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Edit CC events"
Main	39369	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Insert CC event"
Main	39370	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Insert CC event ignoring snap"
Main	39371	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Reset CC events to default"
Main	39372	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Set new default value for CC events"
Main	39373	Set default mouse modifier action for "MIDI CC lane left click/drag" to "Deselect events"
Main	39384	Set default mouse modifier action for "MIDI CC event left click/drag" to "No action"
Main	39385	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC event" (factory default)
Main	39386	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC event ignoring snap"
Main	39387	Set default mouse modifier action for "MIDI CC event left click/drag" to "Delete CC events"
Main	39388	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC event on one axis only"
Main	39389	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC event on one axis only ignoring snap"
Main	39390	Set default mouse modifier action for "MIDI CC event left click/drag" to "Copy CC event"
Main	39391	Set default mouse modifier action for "MIDI CC event left click/drag" to "Copy CC event ignoring snap"
Main	39392	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC horizontally"
Main	39393	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC horizontally ignoring snap"
Main	39394	Set default mouse modifier action for "MIDI CC event left click/drag" to "Move CC vertically"
Main	39395	Set default mouse modifier action for "MIDI CC event left click/drag" to "Marquee select CC"
Main	39396	Set default mouse modifier action for "MIDI CC event left click/drag" to "Marquee toggle CC selection"
Main	39397	Set default mouse modifier action for "MIDI CC event left click/drag" to "Marquee add to CC selection"
Main	39398	Set default mouse modifier action for "MIDI CC event left click/drag" to "Marquee select CC and time"
Main	39399	Set default mouse modifier action for "MIDI CC event left click/drag" to "Marquee select CC and time ignoring snap"
Main	39400	Set default mouse modifier action for "MIDI CC event left click/drag" to "Select time"
Main	39401	Set default mouse modifier action for "MIDI CC event left click/drag" to "Select time ignoring snap"
Main	39402	Set default mouse modifier action for "MIDI CC event left click/drag" to "Draw/edit CC events ignoring selection"
Main	39403	Set default mouse modifier action for "MIDI CC event left click/drag" to "Linear ramp CC events ignoring selection"
Main	39404	Set default mouse modifier action for "MIDI CC event left click/drag" to "Draw/edit CC events ignoring snap and selection"
Main	39405	Set default mouse modifier action for "MIDI CC event left click/drag" to "Edit selected CC events if any, otherwise draw/edit"
Main	39406	Set default mouse modifier action for "MIDI CC event left click/drag" to "Edit selected CC events if any, otherwise draw/edit ignoring snap"
Main	39407	Set default mouse modifier action for "MIDI CC event left click/drag" to "Edit CC events ignoring selection"
Main	39408	Set default mouse modifier action for "MIDI CC event left click/drag" to "Edit CC events"
Main	39409	Set default mouse modifier action for "MIDI CC event left click/drag" to "Linear ramp CC events"
Main	39410	Set default mouse modifier action for "MIDI CC event left click/drag" to "Reset CC events to default"
Main	39411	Set default mouse modifier action for "MIDI CC event left click/drag" to "Set new default value for CC events"
Main	39416	Set default mouse modifier action for "MIDI ruler left drag" to "No action"
Main	39417	Set default mouse modifier action for "MIDI ruler left drag" to "Edit loop point (ruler) or time selection (piano roll)" (factory default)
Main	39418	Set default mouse modifier action for "MIDI ruler left drag" to "Edit loop point (ruler) or time selection (piano roll) ignoring snap"
Main	39419	Set default mouse modifier action for "MIDI ruler left drag" to "Move loop points (ruler) or time selection (piano roll)"
Main	39420	Set default mouse modifier action for "MIDI ruler left drag" to "Move loop points (ruler) or time selection (piano roll) ignoring snap"
Main	39421	Set default mouse modifier action for "MIDI ruler left drag" to "Edit loop point and time selection together"
Main	39422	Set default mouse modifier action for "MIDI ruler left drag" to "Edit loop point and time selection together ignoring snap"
Main	39423	Set default mouse modifier action for "MIDI ruler left drag" to "Move loop points and time selection together"
Main	39424	Set default mouse modifier action for "MIDI ruler left drag" to "Move loop points and time selection together ignoring snap"
Main	39448	Set default mouse modifier action for "MIDI editor right drag" to "No action"
Main	39449	Set default mouse modifier action for "MIDI editor right drag" to "Marquee select notes/CC" (factory default)
Main	39450	Set default mouse modifier action for "MIDI editor right drag" to "Marquee select notes/CC and time"
Main	39451	Set default mouse modifier action for "MIDI editor right drag" to "Marquee select notes/CC and time ignoring snap"
Main	39452	Set default mouse modifier action for "MIDI editor right drag" to "Select time"
Main	39453	Set default mouse modifier action for "MIDI editor right drag" to "Select time ignoring snap"
Main	39454	Set default mouse modifier action for "MIDI editor right drag" to "Delete notes/CC"
Main	39455	Set default mouse modifier action for "MIDI editor right drag" to "Marquee toggle note/CC selection"
Main	39456	Set default mouse modifier action for "MIDI editor right drag" to "Marquee add to notes/CC selection"
Main	39457	Set default mouse modifier action for "MIDI editor right drag" to "Hand scroll"
Main	39458	Set default mouse modifier action for "MIDI editor right drag" to "Delete notes/CC immediately (suppress right-click context menu)"
Main	39459	Set default mouse modifier action for "MIDI editor right drag" to "Select notes touched while dragging"
Main	39460	Set default mouse modifier action for "MIDI editor right drag" to "Toggle selection for notes touched while dragging"
Main	39480	Set default mouse modifier action for "MIDI piano roll left drag" to "No action"
Main	39481	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note, drag to extend or change pitch" (factory default)
Main	39482	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note ignoring snap, drag to extend or change pitch"
Main	39483	Set default mouse modifier action for "MIDI piano roll left drag" to "Erase notes"
Main	39484	Set default mouse modifier action for "MIDI piano roll left drag" to "Select time"
Main	39485	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint notes and chords"
Main	39486	Set default mouse modifier action for "MIDI piano roll left drag" to "Select time ignoring snap"
Main	39487	Set default mouse modifier action for "MIDI piano roll left drag" to "Marquee select notes"
Main	39488	Set default mouse modifier action for "MIDI piano roll left drag" to "Marquee toggle note selection"
Main	39489	Set default mouse modifier action for "MIDI piano roll left drag" to "Marquee add to note selection"
Main	39490	Set default mouse modifier action for "MIDI piano roll left drag" to "Marquee select notes and time"
Main	39491	Set default mouse modifier action for "MIDI piano roll left drag" to "Marquee select notes and time ignoring snap"
Main	39492	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note, drag to move"
Main	39493	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint a row of notes of the same pitch"
Main	39494	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note, drag to extend"
Main	39495	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note ignoring snap, drag to extend"
Main	39496	Set default mouse modifier action for "MIDI piano roll left drag" to "Scrub preview MIDI"
Main	39497	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note ignoring snap, drag to move"
Main	39498	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note ignoring snap, drag to edit velocity"
Main	39499	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note, drag to edit velocity"
Main	39500	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint a stack of notes of the same time position"
Main	39501	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint notes ignoring snap"
Main	39502	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint notes"
Main	39503	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint a straight line of notes"
Main	39504	Set default mouse modifier action for "MIDI piano roll left drag" to "Paint a straight line of notes ignoring snap"
Main	39505	Set default mouse modifier action for "MIDI piano roll left drag" to "Select notes touched while dragging"
Main	39506	Set default mouse modifier action for "MIDI piano roll left drag" to "Toggle selection for notes touched while dragging"
Main	39507	Set default mouse modifier action for "MIDI piano roll left drag" to "Copy selected notes"
Main	39508	Set default mouse modifier action for "MIDI piano roll left drag" to "Copy selected notes ignoring snap"
Main	39509	Set default mouse modifier action for "MIDI piano roll left drag" to "Move selected notes"
Main	39510	Set default mouse modifier action for "MIDI piano roll left drag" to "Move selected notes ignoring snap"
Main	39511	Set default mouse modifier action for "MIDI piano roll left drag" to "Insert note"
Main	39512	Set default mouse modifier action for "Media item left click" to "No action"
Main	39513	Set default mouse modifier action for "Media item left click" to "Select item and move edit cursor" (factory default)
Main	39514	Set default mouse modifier action for "Media item left click" to "Select item and move edit cursor ignoring snap"
Main	39515	Set default mouse modifier action for "Media item left click" to "Select item"
Main	39516	Set default mouse modifier action for "Media item left click" to "Toggle item selection"
Main	39517	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection"
Main	39518	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection, if already selected extend time selection"
Main	39519	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection, if already selected extend time selection ignoring snap"
Main	39520	Set default mouse modifier action for "Media item left click" to "Extend time selection"
Main	39521	Set default mouse modifier action for "Media item left click" to "Extend time selection ignoring snap"
Main	39522	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection and extend time selection"
Main	39523	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection and extend time selection ignoring snap"
Main	39524	Set default mouse modifier action for "Media item left click" to "Select item ignoring grouping"
Main	39525	Set default mouse modifier action for "Media item left click" to "Restore previous zoom/scroll"
Main	39526	Set default mouse modifier action for "Media item left click" to "Restore previous zoom level"
Main	39527	Set default mouse modifier action for "Media item left click" to "Add stretch marker"
Main	39528	Set default mouse modifier action for "Media item left click" to "Toggle item selection and set time selection to selected items"
Main	39529	Set default mouse modifier action for "Media item left click" to "Add a range of items to selection and set time selection to selected items"
Main	39530	Set default mouse modifier action for "Media item left click" to "Add/edit take marker"
Main	39544	Set default mouse modifier action for "Media item bottom half left click" to "Pass through to item click context" (factory default)
Main	39545	Set default mouse modifier action for "Media item bottom half left click" to "Select item and move edit cursor"
Main	39546	Set default mouse modifier action for "Media item bottom half left click" to "Select item and move edit cursor ignoring snap"
Main	39547	Set default mouse modifier action for "Media item bottom half left click" to "Select item"
Main	39548	Set default mouse modifier action for "Media item bottom half left click" to "Toggle item selection"
Main	39549	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection"
Main	39550	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection, if already selected extend time selection"
Main	39551	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection, if already selected extend time selection ignoring snap"
Main	39552	Set default mouse modifier action for "Media item bottom half left click" to "Extend time selection"
Main	39553	Set default mouse modifier action for "Media item bottom half left click" to "Extend time selection ignoring snap"
Main	39554	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection and extend time selection"
Main	39555	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection and extend time selection ignoring snap"
Main	39556	Set default mouse modifier action for "Media item bottom half left click" to "Select item ignoring grouping"
Main	39557	Set default mouse modifier action for "Media item bottom half left click" to "Restore previous zoom/scroll"
Main	39558	Set default mouse modifier action for "Media item bottom half left click" to "Restore previous zoom level"
Main	39559	Set default mouse modifier action for "Media item bottom half left click" to "Add stretch marker"
Main	39560	Set default mouse modifier action for "Media item bottom half left click" to "Toggle item selection and set time selection to selected items"
Main	39561	Set default mouse modifier action for "Media item bottom half left click" to "Add a range of items to selection and set time selection to selected items"
Main	39562	Set default mouse modifier action for "Media item bottom half left click" to "Add/edit take marker"
Main	39576	Set default mouse modifier action for "Track left click" to "No action"
Main	39577	Set default mouse modifier action for "Track left click" to "Deselect all items and move edit cursor" (factory default)
Main	39578	Set default mouse modifier action for "Track left click" to "Deselect all items and move edit cursor ignoring snap"
Main	39579	Set default mouse modifier action for "Track left click" to "Deselect all items"
Main	39580	Set default mouse modifier action for "Track left click" to "Clear time selection"
Main	39581	Set default mouse modifier action for "Track left click" to "Extend time selection"
Main	39582	Set default mouse modifier action for "Track left click" to "Extend time selection ignoring snap"
Main	39583	Set default mouse modifier action for "Track left click" to "Restore previous zoom/scroll"
Main	39584	Set default mouse modifier action for "Track left click" to "Restore previous zoom level"
Main	39608	Set default mouse modifier action for "Ruler left click" to "No action"
Main	39609	Set default mouse modifier action for "Ruler left click" to "Move edit cursor" (factory default)
Main	39610	Set default mouse modifier action for "Ruler left click" to "Move edit cursor ignoring snap"
Main	39611	Set default mouse modifier action for "Ruler left click" to "Clear loop points"
Main	39612	Set default mouse modifier action for "Ruler left click" to "Extend loop points"
Main	39613	Set default mouse modifier action for "Ruler left click" to "Extend loop points ignoring snap"
Main	39614	Set default mouse modifier action for "Ruler left click" to "Seek playback without moving edit cursor"
Main	39615	Set default mouse modifier action for "Ruler left click" to "Restore previous zoom/scroll"
Main	39616	Set default mouse modifier action for "Ruler left click" to "Restore previous zoom level"
Main	39640	Set default mouse modifier action for "MIDI ruler left click" to "No action"
Main	39641	Set default mouse modifier action for "MIDI ruler left click" to "Move edit cursor" (factory default)
Main	39642	Set default mouse modifier action for "MIDI ruler left click" to "Move edit cursor ignoring snap"
Main	39643	Set default mouse modifier action for "MIDI ruler left click" to "Select notes or CC in time selection"
Main	39644	Set default mouse modifier action for "MIDI ruler left click" to "Clear loop or time selection"
Main	39672	Set default mouse modifier action for "MIDI note left click" to "No action"
Main	39673	Set default mouse modifier action for "MIDI note left click" to "Select note"
Main	39674	Set default mouse modifier action for "MIDI note left click" to "Select note and move edit cursor" (factory default)
Main	39675	Set default mouse modifier action for "MIDI note left click" to "Select note and move edit cursor ignoring snap"
Main	39676	Set default mouse modifier action for "MIDI note left click" to "Toggle note selection"
Main	39677	Set default mouse modifier action for "MIDI note left click" to "Add a range of notes to selection"
Main	39678	Set default mouse modifier action for "MIDI note left click" to "Erase note"
Main	39679	Set default mouse modifier action for "MIDI note left click" to "Toggle note mute"
Main	39680	Set default mouse modifier action for "MIDI note left click" to "Set note channel higher"
Main	39681	Set default mouse modifier action for "MIDI note left click" to "Set note channel lower"
Main	39682	Set default mouse modifier action for "MIDI note left click" to "Double note length"
Main	39683	Set default mouse modifier action for "MIDI note left click" to "Halve note length"
Main	39684	Set default mouse modifier action for "MIDI note left click" to "Select note and all later notes"
Main	39685	Set default mouse modifier action for "MIDI note left click" to "Add note and all later notes to selection"
Main	39686	Set default mouse modifier action for "MIDI note left click" to "Select note and all later notes of same pitch"
Main	39687	Set default mouse modifier action for "MIDI note left click" to "Add note and all later notes of same pitch to selection"
Main	39688	Set default mouse modifier action for "MIDI note left click" to "Select all notes in measure"
Main	39689	Set default mouse modifier action for "MIDI note left click" to "Add all notes in measure to selection"
Main	39690	Set default mouse modifier action for "MIDI note left click" to "Toggle note selection and set time selection to selected notes"
Main	39691	Set default mouse modifier action for "MIDI note left click" to "Add a range of notes to selection and set time selection to selected notes"
Main	39704	Set default mouse modifier action for "MIDI piano roll left click" to "No action"
Main	39705	Set default mouse modifier action for "MIDI piano roll left click" to "Deselect all notes and move edit cursor" (factory default)
Main	39706	Set default mouse modifier action for "MIDI piano roll left click" to "Deselect all notes and move edit cursor ignoring snap"
Main	39707	Set default mouse modifier action for "MIDI piano roll left click" to "Deselect all notes"
Main	39708	Set default mouse modifier action for "MIDI piano roll left click" to "Insert note"
Main	39709	Set default mouse modifier action for "MIDI piano roll left click" to "Insert note ignoring snap"
Main	39710	Set default mouse modifier action for "MIDI piano roll left click" to "Set draw channel higher"
Main	39711	Set default mouse modifier action for "MIDI piano roll left click" to "Set draw channel lower"
